Index,Prob,Author,Chunk_no,First,Last,Size
176,0.001855288,Odyssey,176,urn:cts:greekLit:tlg0012.tlg002:14.15 Homer Odyssey: s-3607 w-5,urn:cts:greekLit:tlg0012.tlg002:14.261 Homer Odyssey: s-3743 w-20,2000
177,0.001855288,Odyssey,177,urn:cts:greekLit:tlg0012.tlg002:14.261 Homer Odyssey: s-3743 w-21,urn:cts:greekLit:tlg0012.tlg002:14.506 Homer Odyssey: s-3886 w-1,2000
178,0.001855288,Odyssey,178,urn:cts:greekLit:tlg0012.tlg002:14.506 Homer Odyssey: s-3886 w-2,urn:cts:greekLit:tlg0012.tlg002:15.220 Homer Odyssey: s-4033 w-3,2000
179,0.001855288,Odyssey,179,urn:cts:greekLit:tlg0012.tlg002:15.220 Homer Odyssey: s-4033 w-5,urn:cts:greekLit:tlg0012.tlg002:15.465 Homer Odyssey: s-4167 w-15,2000
180,0.001855288,Odyssey,180,urn:cts:greekLit:tlg0012.tlg002:15.465 Homer Odyssey: s-4167 w-16,urn:cts:greekLit:tlg0012.tlg002:16.146 Homer Odyssey: s-4313 w-5,2000
181,0.001855288,Odyssey,181,urn:cts:greekLit:tlg0012.tlg002:16.146 Homer Odyssey: s-4313 w-6,urn:cts:greekLit:tlg0012.tlg002:16.388 Homer Odyssey: s-4448 w-16,2000
182,0.001855288,Odyssey,182,urn:cts:greekLit:tlg0012.tlg002:16.389 Homer Odyssey: s-4448 w-18,urn:cts:greekLit:tlg0012.tlg002:17.158 Homer Odyssey: s-4590 w-31,2000
183,0.001855288,Odyssey,183,urn:cts:greekLit:tlg0012.tlg002:17.158 Homer Odyssey: s-4590 w-32,urn:cts:greekLit:tlg0012.tlg002:17.401 Homer Odyssey: s-4736 w-6,2000
184,0.001855288,Odyssey,184,urn:cts:greekLit:tlg0012.tlg002:17.401 Homer Odyssey: s-4736 w-7,urn:cts:greekLit:tlg0012.tlg002:18.29 Homer Odyssey: s-4897 w-14,2000
185,0.001855288,Odyssey,185,urn:cts:greekLit:tlg0012.tlg002:18.29 Homer Odyssey: s-4897 w-15,urn:cts:greekLit:tlg0012.tlg002:18.271 Homer Odyssey: s-5038 w-5,2000
186,0.001855288,Odyssey,186, Homer Odyssey: s-5038 w-6,urn:cts:greekLit:tlg0012.tlg002:19.89 Homer Odyssey: s-5191 w-4,2000
187,0.001855288,Odyssey,187,urn:cts:greekLit:tlg0012.tlg002:19.89 Homer Odyssey: s-5191 w-5,urn:cts:greekLit:tlg0012.tlg002:19.334 Homer Odyssey: s-5332 w-26,2000
188,0.001855288,Odyssey,188,urn:cts:greekLit:tlg0012.tlg002:19.334 Homer Odyssey: s-5332 w-27, Homer Odyssey: s-5467 w-30,2000
189,0.001855288,Odyssey,189,urn:cts:greekLit:tlg0012.tlg002:19.581 Homer Odyssey: s-5468 w-1,urn:cts:greekLit:tlg0012.tlg002:20.224 Homer Odyssey: s-5612 w-1,2000
190,0.001855288,Odyssey,190,urn:cts:greekLit:tlg0012.tlg002:20.224 Homer Odyssey: s-5612 w-2, Homer Odyssey: s-5756 w-7,2000
191,0.001855288,Odyssey,191,urn:cts:greekLit:tlg0012.tlg002:21.83 Homer Odyssey: s-5757 w-1,urn:cts:greekLit:tlg0012.tlg002:21.335 Homer Odyssey: s-5896 w-17,2000
192,0.001855288,Odyssey,192, Homer Odyssey: s-5896 w-18,urn:cts:greekLit:tlg0012.tlg002:22.147 Homer Odyssey: s-6038 w-1,2000
193,0.001855288,Odyssey,193,urn:cts:greekLit:tlg0012.tlg002:22.147 Homer Odyssey: s-6038 w-2,urn:cts:greekLit:tlg0012.tlg002:22.397 Homer Odyssey: s-6173 w-3,2000
194,0.001855288,Odyssey,194,urn:cts:greekLit:tlg0012.tlg002:22.397 Homer Odyssey: s-6173 w-4,urn:cts:greekLit:tlg0012.tlg002:23.146 Homer Odyssey: s-6317 w-1,2000
195,0.001855288,Odyssey,195,urn:cts:greekLit:tlg0012.tlg002:23.146 Homer Odyssey: s-6317 w-2,urn:cts:greekLit:tlg0012.tlg002:24.24 Homer Odyssey: s-6436 w-2,2000
196,0.001855288,Odyssey,196,urn:cts:greekLit:tlg0012.tlg002:24.24 Homer Odyssey: s-6436 w-4,urn:cts:greekLit:tlg0012.tlg002:24.280 Homer Odyssey: s-6558 w-3,2000
197,0.001855288,Odyssey,197,urn:cts:greekLit:tlg0012.tlg002:24.280 Homer Odyssey: s-6558 w-4,urn:cts:greekLit:tlg0012.tlg002:24.519 Homer Odyssey: s-6709 w-17,2000
199,0.01010101,Plutarch,199, Plutarch Alcibiades: s-1 w-1, Plutarch Alcibiades: s-93 w-23,2000
200,0.01010101,Plutarch,200, Plutarch Alcibiades: s-93 w-24, Plutarch Alcibiades: s-175 w-1,2000
201,0.01010101,Plutarch,201, Plutarch Alcibiades: s-175 w-2, Plutarch Alcibiades: s-256 w-13,2000
202,0.01010101,Plutarch,202, Plutarch Alcibiades: s-256 w-14, Plutarch Alcibiades: s-340 w-2,2000
203,0.01010101,Plutarch,203, Plutarch Alcibiades: s-340 w-3, Plutarch Alcibiades: s-408 w-8,2000
205,0.01010101,Plutarch,205, Plutarch Lycurgus: s-1 w-1, Plutarch Lycurgus: s-79 w-32,2000
206,0.01010101,Plutarch,206, Plutarch Lycurgus: s-79 w-33, Plutarch Lycurgus: s-163 w-2,2000
207,0.01010101,Plutarch,207, Plutarch Lycurgus: s-163 w-3, Plutarch Lycurgus: s-253 w-16,2000
208,0.01010101,Plutarch,208, Plutarch Lycurgus: s-253 w-17, Plutarch Lycurgus: s-351 w-15,2000
210,0.006993007,Polybius,210, Polybius Book 1: s-1 w-1, Polybius Book 1: s-67 w-18,2000
211,0.006993007,Polybius,211, Polybius Book 1: s-67 w-19, Polybius Book 1: s-143 w-43,2000
212,0.006993007,Polybius,212, Polybius Book 1: s-143 w-44, Polybius Book 1: s-223 w-7,2000
213,0.006993007,Polybius,213, Polybius Book 1: s-223 w-8, Polybius Book 1: s-301 w-13,2000
214,0.006993007,Polybius,214, Polybius Book 1: s-301 w-14, Polybius Book 1: s-380 w-36,2000
215,0.006993007,Polybius,215, Polybius Book 1: s-380 w-37, Polybius Book 1: s-458 w-1,2000
216,0.006993007,Polybius,216, Polybius Book 1: s-458 w-2, Polybius Book 1: s-522 w-51,2000
217,0.006993007,Polybius,217, Polybius Book 1: s-522 w-52, Polybius Book 1: s-595 w-27,2000
218,0.006993007,Polybius,218, Polybius Book 1: s-595 w-28, Polybius Book 1: s-663 w-21,2000
219,0.006993007,Polybius,219, Polybius Book 1: s-663 w-22, Polybius Book 1: s-737 w-25,2000
220,0.006993007,Polybius,220, Polybius Book 1: s-737 w-27, Polybius Book 1: s-808 w-70,2000
221,0.006993007,Polybius,221, Polybius Book 1: s-808 w-71, Polybius Book 1: s-882 w-22,2000
222,0.006993007,Polybius,222, Polybius Book 1: s-882 w-24, Polybius Book 1: s-967 w-9,2000
224,0.004545455,Sophocles,224,urn:cts:greekLit:tlg0011.tlg003:1 Sophocles Ajax: s-1 w-1,urn:cts:greekLit:tlg0011.tlg003:320 Sophocles Ajax: s-176 w-11,2000
225,0.004545455,Sophocles,225,urn:cts:greekLit:tlg0011.tlg003:320 Sophocles Ajax: s-176 w-12,urn:cts:greekLit:tlg0011.tlg003:641 Sophocles Ajax: s-356 w-8,2000
226,0.004545455,Sophocles,226,urn:cts:greekLit:tlg0011.tlg003:642 Sophocles Ajax: s-356 w-9,urn:cts:greekLit:tlg0011.tlg003:970 Sophocles Ajax: s-524 w-6,2000
227,0.004545455,Sophocles,227,urn:cts:greekLit:tlg0011.tlg003:970 Sophocles Ajax: s-524 w-8,urn:cts:greekLit:tlg0011.tlg003:1265 Sophocles Ajax: s-693 w-7,2000
229,0.004545455,Sophocles,229,urn:cts:greekLit:tlg0011.tlg002:1 Sophocles Antigone: s-1 w-1,urn:cts:greekLit:tlg0011.tlg002:306 Sophocles Antigone: s-146 w-6,2000
230,0.004545455,Sophocles,230,urn:cts:greekLit:tlg0011.tlg002:306 Sophocles Antigone: s-146 w-7,urn:cts:greekLit:tlg0011.tlg002:605 Sophocles Antigone: s-322 w-9,2000
231,0.004545455,Sophocles,231, Sophocles Antigone: s-322 w-10,urn:cts:greekLit:tlg0011.tlg002:931 Sophocles Antigone: s-476 w-3,2000
232,0.004545455,Sophocles,232,urn:cts:greekLit:tlg0011.tlg002:931 Sophocles Antigone: s-476 w-4,urn:cts:greekLit:tlg0011.tlg002:1272 Sophocles Antigone: s-646 w-1,2000
234,0.004545455,Sophocles,234,urn:cts:greekLit:tlg0011.tlg005:1 Sophocles Electra: s-1 w-1,urn:cts:greekLit:tlg0011.tlg005:335 Sophocles Electra: s-141 w-8,2000
235,0.004545455,Sophocles,235,urn:cts:greekLit:tlg0011.tlg005:336 Sophocles Electra: s-141 w-10,urn:cts:greekLit:tlg0011.tlg005:621 Sophocles Electra: s-311 w-1,2000
236,0.004545455,Sophocles,236,urn:cts:greekLit:tlg0011.tlg005:621 Sophocles Electra: s-311 w-2,urn:cts:greekLit:tlg0011.tlg005:922 Sophocles Electra: s-504 w-6,2000
237,0.004545455,Sophocles,237,urn:cts:greekLit:tlg0011.tlg005:922 Sophocles Electra: s-504 w-7,urn:cts:greekLit:tlg0011.tlg005:1205 Sophocles Electra: s-698 w-1,2000
238,0.004545455,Sophocles,238,urn:cts:greekLit:tlg0011.tlg005:1205 Sophocles Electra: s-698 w-2,urn:cts:greekLit:tlg0011.tlg005:1496 Sophocles Electra: s-915 w-7,2000
241,0.004545455,Sophocles,241,urn:cts:greekLit:tlg0011.tlg004:301 Sophocles OT: s-142 w-14,urn:cts:greekLit:tlg0011.tlg004:577 Sophocles OT: s-320 w-3,2000
242,0.004545455,Sophocles,242,urn:cts:greekLit:tlg0011.tlg004:577 Sophocles OT: s-320 w-4,urn:cts:greekLit:tlg0011.tlg004:852 Sophocles OT: s-495 w-15,2000
243,0.004545455,Sophocles,243,urn:cts:greekLit:tlg0011.tlg004:852 Sophocles OT: s-495 w-16,Sophocles OT: s-698 w-7,2000
244,0.004545455,Sophocles,244,urn:cts:greekLit:tlg0011.tlg004:1132 Sophocles OT: s-699 w-1,urn:cts:greekLit:tlg0011.tlg004:1432 Sophocles OT: s-865 w-6,2000
247,0.004545455,Sophocles,247,urn:cts:greekLit:tlg0011.tlg001:314 Sophocles Trachiniae: s-143 w-1,urn:cts:greekLit:tlg0011.tlg001:599 Sophocles Trachiniae: s-312 w-6,2000
248,0.004545455,Sophocles,248,urn:cts:greekLit:tlg0011.tlg001:599 Sophocles Trachiniae: s-312 w-7,urn:cts:greekLit:tlg0011.tlg001:925 Sophocles Trachiniae: s-468 w-18,2000
249,0.004545455,Sophocles,249,urn:cts:greekLit:tlg0011.tlg001:926 Sophocles Trachiniae: s-468 w-19,urn:cts:greekLit:tlg0011.tlg001:1230 Sophocles Trachiniae: s-645 w-3,2000
251,0.008264463,Thucydides,251, Thuc. Book 1: s-1 w-1, Thuc. Book 1: s-67 w-28,2000
252,0.008264463,Thucydides,252, Thuc. Book 1: s-67 w-29, Thuc. Book 1: s-146 w-7,2000
253,0.008264463,Thucydides,253, Thuc. Book 1: s-146 w-8, Thuc. Book 1: s-219 w-18,2000
254,0.008264463,Thucydides,254, Thuc. Book 1: s-219 w-19, Thuc. Book 1: s-299 w-46,2000
255,0.008264463,Thucydides,255,Thuc. Book 1: s-299 w-47, Thuc. Book 1: s-380 w-4,2000
256,0.008264463,Thucydides,256, Thuc. Book 1: s-380 w-5, Thuc. Book 1: s-460 w-45,2000
257,0.008264463,Thucydides,257, Thuc. Book 1: s-460 w-46, Thuc. Book 1: s-552 w-18,2000
258,0.008264463,Thucydides,258, Thuc. Book 1: s-552 w-19, Thuc. Book 1: s-632 w-3,2000
259,0.008264463,Thucydides,259, Thuc. Book 1: s-632 w-4, Thuc. Book 1: s-717 w-17,2000
260,0.008264463,Thucydides,260, Thuc. Book 1: s-717 w-18, Thuc. Book 1: s-794 w-10,2000
261,0.008264463,Thucydides,261, Thuc. Book 1: s-794 w-11, Thuc. Book 1: s-863 w-1,2000
